Location,Date,Infectious,Infectious_CI_L,Infectious_CI_U,Infectious_CrI_L,Infectious_CrI_U,Growth_Rate,Growth_Rate_CI_L,Growth_Rate_CI_U,Infected,Infected_CI_L,Infected_CI_U,Infected_CrI_L,Infected_CrI_U,Deaths
Missouri,2020-08-22,10271.8,9229.4,11440.7,5323.7,19216.5,0.0279,0.0138,0.0425,202762.9,198032.3,207310.2,105969.3,375951.1,1651.8
Missouri,2020-08-23,10745.9,9578.6,11826.4,5561.9,20064.3,0.0351,0.021,0.0501,204773.6,199984.8,209376.5,107019.9,379679.9,1662.9
Missouri,2020-08-24,11335.4,10193.4,12517.0,5875.8,21176.1,0.0401,0.0252,0.0546,206858.8,202031.5,211520.1,108109.9,383547.0,1674.5
Missouri,2020-08-25,11938.4,10748.2,13168.1,6189.5,22298.6,0.0443,0.0296,0.0592,209041.5,204148.0,213713.8,109250.3,387591.5,1686.8
Missouri,2020-08-26,12502.1,11324.3,13774.9,6487.9,23347.5,0.0469,0.0332,0.0614,211350.1,206413.6,216088.7,110457.1,391872.9,1699.7
Missouri,2020-08-27,13069.3,11762.4,14378.6,6775.4,24401.2,0.0481,0.0343,0.0622,213797.8,208797.0,218573.6,111736.1,396410.1,1713.2
Missouri,2020-08-28,13554.2,12297.7,14886.3,7035.6,25299.9,0.0484,0.0357,0.062,216373.4,211298.2,221186.0,113081.9,401184.3,1727.3
Missouri,2020-08-29,14187.6,12817.9,15519.7,7359.6,26466.6,0.048,0.0348,0.0607,219057.7,213939.4,223955.8,114485.2,406163.0,1741.9
Missouri,2020-08-30,15005.8,13661.0,16289.9,7792.9,27963.4,0.0457,0.0317,0.0581,221792.3,216598.6,226753.9,115914.2,411233.5,1756.9
Missouri,2020-08-31,15909.9,14503.2,17346.9,8264.0,29665.8,0.0429,0.0289,0.0552,224586.9,219308.3,229603.0,117374.3,416414.6,1772.3
Missouri,2020-09-01,16741.6,15279.8,18237.0,8697.5,31212.6,0.0393,0.0271,0.0516,227413.0,222083.0,232461.1,118851.6,421652.5,1788.0
Missouri,2020-09-02,17448.0,15851.1,18970.3,9058.5,32521.2,0.0323,0.0206,0.0449,230218.3,224864.0,235358.8,120318.5,426855.9,1804.0
Missouri,2020-09-03,17775.0,16231.0,19226.6,9235.0,33108.5,0.0221,0.0102,0.0347,232966.8,227550.5,238173.0,121755.0,431952.2,1820.3
Missouri,2020-09-04,18164.7,16617.2,19703.4,9439.8,33846.6,0.0114,-0.0014,0.0236,235658.5,230209.5,240936.3,123162.3,436943.7,1836.9
Missouri,2020-09-05,18369.6,16883.1,19934.6,9552.2,34230.5,0.0018,-0.0099,0.0142,238292.2,232768.9,243595.3,124538.5,441824.9,1853.8
Missouri,2020-09-06,18234.6,16739.6,19755.6,9480.6,33971.6,-0.004,-0.0162,0.0085,240929.1,235359.4,246287.5,125916.9,446713.7,1871.0
Missouri,2020-09-07,17865.2,16404.2,19408.4,9288.8,33295.2,-0.0061,-0.0179,0.0056,243588.7,237975.5,248998.3,127307.3,451644.5,1887.8
Missouri,2020-09-08,17495.7,16040.5,19027.2,9094.8,32611.2,-0.0088,-0.0204,0.003,246213.4,240556.9,251688.4,128679.3,456511.4,1904.0
Missouri,2020-09-09,17119.5,15639.3,18539.5,8895.0,31892.4,-0.0097,-0.0214,0.0032,248850.2,243152.3,254413.6,130057.8,461402.4,1919.8
Missouri,2020-09-10,17139.4,15690.6,18541.5,8907.9,31925.1,-0.0071,-0.0185,0.0048,251498.3,245746.7,257119.9,131441.9,466312.2,1935.4
Missouri,2020-09-11,17288.0,15861.7,18804.4,8987.7,32224.8,-0.0033,-0.0151,0.0082,254166.6,248359.6,259817.8,132836.6,471257.7,1951.0
Missouri,2020-09-12,17060.2,15594.2,18663.2,8864.9,31825.7,0.001,-0.0104,0.0123,256861.9,250976.7,262565.1,134244.9,476254.5,1966.7
Missouri,2020-09-13,17139.5,15714.1,18675.0,8909.7,31955.5,0.0045,-0.0078,0.0166,259607.4,253603.7,265374.7,135678.7,481345.3,1982.8
Missouri,2020-09-14,17212.1,15675.7,18688.2,8939.2,32075.7,0.006,-0.0056,0.0173,262384.4,256321.7,268178.1,137130.2,486492.0,1999.5
Missouri,2020-09-15,17344.2,15887.7,18855.5,9015.0,32327.3,0.0083,-0.0043,0.0205,265206.1,259137.3,271017.8,138606.0,491721.0,2017.2
Missouri,2020-09-16,17519.2,16044.7,19005.4,9105.7,32644.2,0.0129,0.0016,0.0252,268141.7,261984.1,274052.3,140139.8,497165.9,2035.8
Missouri,2020-09-17,17846.0,16291.6,19353.4,9271.5,33251.8,0.0184,0.0079,0.0305,271216.3,265030.9,277181.0,141747.6,502865.8,2055.3
Missouri,2020-09-18,18050.7,16540.9,19655.0,9382.7,33651.4,0.0245,0.0139,0.0355,274451.5,268198.5,280480.6,143438.5,508863.8,2075.7
Missouri,2020-09-19,18341.2,16831.4,19830.8,9535.6,34161.4,0.0309,0.0202,0.0427,277876.1,271550.5,283982.9,145228.5,515213.6,2096.8
Missouri,2020-09-20,19080.8,17585.4,20703.7,9925.5,35555.0,0.0348,0.0239,0.0467,281391.2,274981.8,287555.3,147065.5,521729.7,2118.9
Missouri,2020-09-21,19985.4,18489.1,21681.9,10400.9,37239.9,0.0358,0.0252,0.0467,284972.3,278528.6,291227.9,148938.0,528370.2,2142.3
Missouri,2020-09-22,21028.7,19481.4,22682.2,10945.6,39155.3,0.0375,0.0267,0.0486,288670.2,282122.3,294990.2,150870.3,535225.5,2167.2
Missouri,2020-09-23,22260.2,20553.1,24070.1,11582.0,41461.0,0.037,0.0261,0.0482,292431.1,285810.2,298835.6,152836.1,542198.7,2193.3
Missouri,2020-09-24,22847.8,21237.9,24487.8,11897.1,42510.9,0.033,0.0228,0.0429,296244.3,289566.8,302700.2,154829.6,549266.8,2220.5
Missouri,2020-09-25,23277.1,21651.1,25095.3,12121.5,43339.3,0.028,0.017,0.0377,300104.8,293286.7,306651.4,156846.2,556424.9,2248.2
Missouri,2020-09-26,24036.5,22307.7,25828.2,12513.8,44735.6,0.022,0.011,0.0323,304015.0,297146.6,310610.5,158890.6,563672.6,2276.5
Missouri,2020-09-27,24445.9,22774.4,26244.9,12732.4,45492.9,0.018,0.0074,0.0277,307974.5,301047.7,314653.8,160960.6,571013.8,2305.2
Missouri,2020-09-28,24785.9,23066.6,26528.3,12908.0,46110.0,0.0167,0.0078,0.0274,311992.5,304979.4,318757.9,163060.6,578463.3,2333.6
Missouri,2020-09-29,25093.0,23314.0,26809.8,13065.5,46672.3,0.015,0.0054,0.0248,316060.7,308966.1,322933.0,165187.0,586007.4,2361.5
Missouri,2020-09-30,25416.6,23570.6,27297.2,13231.2,47301.4,0.0116,0.0019,0.0209,320079.6,312915.1,327010.1,167287.9,593457.1,2388.7
Missouri,2020-10-01,25736.8,24011.0,27685.9,13406.8,47906.5,0.0074,-0.0022,0.0175,324037.1,316800.5,331075.6,169356.5,600796.0,2415.4
Missouri,2020-10-02,26116.5,24416.8,27974.3,13607.6,48589.5,0.0026,-0.0072,0.0123,327894.5,320571.0,335000.4,171372.6,607947.0,2442.2
Missouri,2020-10-03,26443.4,24643.8,28326.8,13773.3,49198.1,-0.0022,-0.0117,0.0078,331686.9,324274.7,338906.4,173354.6,614980.4,2469.1
Missouri,2020-10-04,26123.1,24370.5,28096.5,13608.0,48624.5,-0.0058,-0.0159,0.0045,335452.9,327981.9,342722.6,175323.3,621961.0,2495.7
Missouri,2020-10-05,25723.7,23913.9,27427.1,13394.7,47835.0,-0.0083,-0.0188,0.0021,339213.8,331617.5,346539.7,177288.2,628932.4,2522.5
Missouri,2020-10-06,25073.2,23269.3,26853.0,13053.5,46647.7,-0.0111,-0.021,-0.001,342932.6,335295.8,350359.5,179232.6,635828.6,2549.3
Missouri,2020-10-07,24650.6,22953.4,26637.7,12838.3,45909.7,-0.0136,-0.0234,-0.0034,346567.5,338857.8,354064.4,181132.5,642567.6,2576.4
Missouri,2020-10-08,24478.9,22747.1,26396.3,12746.0,45578.1,-0.0147,-0.0245,-0.0052,350127.3,342337.9,357725.0,182993.0,649169.2,2603.7
Missouri,2020-10-09,24445.9,22591.5,26193.6,12720.6,45483.0,-0.0147,-0.0246,-0.0041,353619.0,345751.6,361294.6,184817.9,655643.3,2631.5
Missouri,2020-10-10,24171.9,22485.3,25991.1,12587.6,44991.1,-0.0142,-0.0243,-0.0044,357055.3,349086.2,364784.6,186613.4,662013.3,2659.7
Missouri,2020-10-11,23627.1,21790.2,25406.6,12291.5,43977.4,-0.0147,-0.0253,-0.0059,360436.3,352420.6,368216.4,188381.0,668280.5,2688.3
Missouri,2020-10-12,23138.5,21461.1,24975.3,12045.4,43087.4,-0.0163,-0.0274,-0.0056,363769.5,355675.7,371591.8,190123.1,674458.7,2718.0
Missouri,2020-10-13,22696.0,21098.8,24436.6,11818.2,42250.8,-0.0172,-0.0272,-0.007,367067.2,358907.9,374951.0,191846.7,680572.3,2749.2
Missouri,2020-10-14,22336.2,20580.1,23932.1,11618.5,41557.5,-0.0153,-0.0265,-0.0055,370378.5,362195.4,378302.8,193578.3,686709.9,2782.0
Missouri,2020-10-15,21976.3,20291.8,23647.2,11434.3,40907.9,-0.0114,-0.0225,-0.0015,373709.7,365393.8,381656.7,195318.3,692883.2,2816.7
Missouri,2020-10-16,21665.9,20068.6,23300.0,11277.1,40327.5,-0.0072,-0.0185,0.0023,377085.1,368754.7,385105.8,197083.5,699141.5,2852.3
Missouri,2020-10-17,21434.8,19830.6,23183.3,11155.2,39925.0,-0.0054,-0.0158,0.0058,380379.2,371997.8,388521.0,198805.6,705252.1,2888.6
Missouri,2020-10-18,21524.0,19809.7,23190.7,11194.4,40072.1,-0.0064,-0.0168,0.0056,383602.2,375130.2,391772.8,200489.7,711225.3,2926.1
Missouri,2020-10-19,21652.7,19895.8,23341.2,11259.1,40314.3,-0.0075,-0.0184,0.0024,386749.5,378204.1,394994.9,202134.6,717061.1,2964.2
Missouri,2020-10-20,21940.0,20278.5,23680.5,11416.8,40855.3,-0.009,-0.0201,0.0014,389827.2,381198.8,398143.5,203742.9,722767.8,3002.9
Missouri,2020-10-21,21411.7,19826.1,23155.2,11144.3,39881.3,-0.0108,-0.0212,0.0002,392877.0,384202.1,401252.6,205337.2,728421.9,3042.0
Missouri,2020-10-22,20949.5,19280.1,22644.8,10895.6,39018.0,-0.0128,-0.0236,-0.0015,395899.9,387153.5,404349.8,206917.1,734027.2,3081.6
Missouri,2020-10-23,20457.5,18886.7,22006.2,10643.9,38079.4,-0.0156,-0.0263,-0.0043,398887.7,390087.4,407419.2,208478.9,739567.9,3121.8
Missouri,2020-10-24,20005.2,18356.6,21591.6,10400.5,37252.4,-0.0156,-0.0264,-0.005,401878.1,393005.7,410453.5,210041.7,745111.0,3162.5
Missouri,2020-10-25,19823.6,18334.9,21503.6,10316.4,36937.8,-0.0118,-0.0223,0.0003,404888.7,395976.3,413530.5,211615.7,750693.1,3203.7
Missouri,2020-10-26,19648.6,18075.4,21234.5,10218.5,36594.3,-0.0074,-0.0186,0.0035,407927.9,398893.3,416623.6,213203.1,756327.2,3244.5
Missouri,2020-10-27,19420.8,17997.6,20965.8,10109.1,36165.2,-0.0025,-0.0128,0.0088,411007.6,401903.2,419794.8,214812.7,762038.9,3284.6
Missouri,2020-10-28,19437.3,17848.5,21099.3,10106.2,36221.3,0.0023,-0.0085,0.0134,414153.4,404990.6,423015.2,216457.0,767871.8,3323.7
Missouri,2020-10-29,19569.4,18090.8,21221.2,10183.5,36462.6,0.0066,-0.0035,0.0174,417367.2,408122.4,426281.2,218136.5,773829.5,3362.1
Missouri,2020-10-30,19754.3,18133.2,21261.9,10270.6,36772.9,0.0109,-0.0001,0.0216,420642.0,411287.0,429589.3,219847.4,779899.0,3400.3
Missouri,2020-10-31,20018.4,18460.9,21590.5,10414.0,37273.7,0.0172,0.0066,0.0279,424109.9,414649.9,433215.6,221659.3,786333.8,3438.4
Missouri,2020-11-01,20447.6,18922.1,22089.0,10641.8,38080.5,0.0245,0.0138,0.0345,427765.1,418264.9,436939.8,223570.5,793110.4,3476.1
Missouri,2020-11-02,20890.0,19158.4,22513.0,10859.8,38893.0,0.031,0.0205,0.041,431625.6,422078.6,440867.0,225588.9,800267.0,3513.0
Missouri,2020-11-03,21286.2,19642.6,23032.3,11074.5,39650.3,0.0372,0.0271,0.0475,435706.5,426106.3,445015.6,227722.5,807832.1,3549.1
Missouri,2020-11-04,22540.9,20865.6,24382.1,11731.6,41985.7,0.043,0.0333,0.0535,440036.9,430354.5,449413.8,229986.0,815859.4,3584.5
Missouri,2020-11-05,23759.2,21964.8,25472.4,12363.8,44208.1,0.0481,0.0382,0.0586,444614.6,434818.3,454099.1,232378.3,824347.4,3619.3
Missouri,2020-11-06,25093.1,23294.1,26908.1,13064.3,46691.2,0.053,0.0429,0.0631,449438.7,439534.8,459037.9,234899.6,833292.3,3653.6
Missouri,2020-11-07,26526.0,24827.2,28335.2,13822.5,49336.7,0.0545,0.0453,0.064,454486.7,444517.6,464175.6,237538.8,842650.7,3687.3
Missouri,2020-11-08,28147.2,26276.8,30079.1,14663.4,52354.1,0.0528,0.0439,0.0625,459749.7,449621.1,469550.5,240288.7,852408.5,3720.8
Missouri,2020-11-09,29755.1,27881.3,31740.3,15506.9,55334.4,0.0507,0.0414,0.0602,465203.1,455016.7,475085.6,243140.0,862517.4,3754.3
Missouri,2020-11-10,31356.4,29335.9,33357.1,16338.9,58296.1,0.0472,0.0382,0.0563,470800.8,460478.7,480800.4,246065.5,872895.8,3788.1
Missouri,2020-11-11,32812.5,30844.9,34966.8,17105.7,61013.9,0.0424,0.034,0.0511,476523.9,466084.4,486554.7,249056.8,883501.3,3822.3
Missouri,2020-11-12,34209.1,32053.3,36507.8,17828.1,63620.4,0.0375,0.029,0.0459,482381.7,471803.6,492595.3,252118.2,894365.6,3855.7
Missouri,2020-11-13,35447.3,33385.5,37640.2,18482.5,65889.7,0.0331,0.0248,0.0416,488379.7,477664.7,498664.5,255253.0,905482.8,3888.4
Missouri,2020-11-14,36385.0,34220.1,38564.0,18968.9,67620.7,0.0292,0.0205,0.0376,494493.4,483648.0,504952.1,258448.4,916820.8,3920.3
Missouri,2020-11-15,37200.5,35004.7,39364.8,19395.0,69126.0,0.0261,0.0174,0.0344,500758.1,489779.5,511395.4,261722.7,928438.7,3951.5
Missouri,2020-11-16,38075.5,35980.6,40346.3,19858.8,70760.9,0.0236,0.0149,0.0321,507134.5,496035.0,517931.2,265055.7,940262.4,3982.4
Missouri,2020-11-17,38986.7,36500.4,41350.5,20316.3,72460.8,0.0217,0.0133,0.0301,513620.1,502320.0,524507.4,268444.4,952284.2,4013.0
Missouri,2020-11-18,39739.5,37329.6,42028.6,20715.4,73840.4,0.0201,0.0122,0.028,520167.6,508759.4,531246.5,271867.1,964427.1,4043.3
Missouri,2020-11-19,40720.1,38358.8,43190.3,21232.2,75682.7,0.0182,0.0105,0.0255,526774.1,515171.1,537954.9,275319.1,976673.6,4073.6
Missouri,2020-11-20,41446.5,39063.1,43824.1,21611.9,77010.6,0.0162,0.009,0.0243,533443.6,521714.5,544769.2,278805.3,989039.4,4104.1
Missouri,2020-11-21,42156.4,39671.3,44674.6,21979.0,78345.7,0.0134,0.0061,0.0215,540074.0,528217.4,551481.0,282271.0,1001328.9,4135.0
Missouri,2020-11-22,42559.2,40052.2,45088.5,22189.1,79092.2,0.0095,0.0014,0.0172,546670.8,534706.5,558233.9,285719.5,1013560.9,4166.2
Missouri,2020-11-23,42942.2,40618.8,45341.5,22399.0,79779.7,0.0057,-0.0022,0.0131,553230.0,541111.6,564897.9,289147.6,1025720.0,4198.1
Missouri,2020-11-24,43351.6,40980.7,45925.0,22611.3,80564.3,0.0027,-0.0054,0.0102,559774.1,547574.0,571591.1,292568.9,1037853.7,4230.6
Missouri,2020-11-25,43097.4,40722.3,45477.0,22477.9,80063.6,-0.0,-0.0076,0.0073,566262.2,553846.0,578192.8,295958.6,1049881.6,4263.8
Missouri,2020-11-26,42879.5,40628.1,45262.4,22369.4,79661.1,-0.0028,-0.0107,0.0045,572677.2,560107.8,584737.0,299311.2,1061775.0,4299.0
Missouri,2020-11-27,42635.1,40332.1,44933.7,22239.0,79196.5,-0.0058,-0.0133,0.0015,579010.4,566375.5,591223.7,302622.6,1073518.4,4336.0
Missouri,2020-11-28,42536.1,39925.1,44826.2,22171.5,79012.0,-0.0095,-0.0177,-0.0017,585121.1,572290.0,597464.3,305815.3,1084848.1,4375.2
Missouri,2020-11-29,42172.9,39692.1,44337.4,21987.9,78321.9,-0.0148,-0.0222,-0.0076,590932.7,577936.2,603440.5,308852.0,1095625.6,4416.5
Missouri,2020-11-30,41697.4,39275.8,44006.6,21741.6,77464.0,-0.021,-0.0292,-0.0132,596475.5,583391.1,609070.1,311749.6,1105900.4,4460.4
Missouri,2020-12-01,41165.9,38923.2,43637.9,21471.7,76507.0,-0.0272,-0.0349,-0.0191,601763.8,588594.0,614448.8,314514.1,1115704.0,4506.8
Missouri,2020-12-02,39719.7,37490.4,42119.1,20714.2,73821.7,-0.0328,-0.0404,-0.0246,606837.3,593578.8,619668.2,317166.2,1125112.9,4555.7
Missouri,2020-12-03,37775.0,35665.1,40121.7,19700.6,70218.2,-0.0373,-0.0449,-0.0295,611702.5,598342.5,624669.2,319709.1,1134135.3,4606.9
Missouri,2020-12-04,36028.4,33945.0,38244.3,18786.1,66967.7,-0.0417,-0.0493,-0.0336,616357.9,602936.8,629394.9,322143.0,1142765.1,4660.2
Missouri,2020-12-05,34374.2,32301.8,36592.4,17919.2,63911.0,-0.0428,-0.0511,-0.0348,620924.5,607377.7,634089.6,324529.3,1151233.6,4715.5
Missouri,2020-12-06,32977.6,30893.7,35035.9,17186.0,61302.2,-0.0402,-0.0486,-0.0327,625356.4,611668.1,638582.0,326844.8,1159448.6,4772.3
Missouri,2020-12-07,31623.9,29755.5,33605.1,16487.5,58787.0,-0.0372,-0.0456,-0.029,629673.5,615908.6,642914.7,329101.5,1167448.2,4830.3
Missouri,2020-12-08,30260.3,28319.9,32234.7,15768.3,56265.9,-0.0341,-0.0431,-0.0251,633885.5,620048.6,647174.0,331303.3,1175254.9,4889.7
Missouri,2020-12-09,29682.5,27666.7,31668.9,15460.6,55200.5,-0.0305,-0.0394,-0.0222,638043.6,624120.6,651444.9,333476.6,1182965.9,4950.5
Missouri,2020-12-10,28807.5,26818.4,30701.9,15002.9,53567.3,-0.0264,-0.035,-0.0183,642144.4,628091.3,655658.1,335619.2,1190570.5,5012.4
Missouri,2020-12-11,28061.3,26235.6,29830.0,14620.9,52166.3,-0.0222,-0.0311,-0.013,646193.3,632064.9,659822.5,337735.6,1198079.3,5075.9
Missouri,2020-12-12,27377.9,25498.8,29194.1,14259.0,50911.7,-0.018,-0.0265,-0.0087,650277.3,636094.1,664019.9,339870.7,1205652.9,5140.6
Missouri,2020-12-13,27027.9,25084.7,28934.5,14071.2,50282.0,-0.011,-0.0206,-0.0018,654526.4,640199.2,668416.7,342090.6,1213534.4,5206.3
Missouri,2020-12-14,26654.8,24854.8,28512.4,13884.2,49583.6,-0.002,-0.0114,0.0072,658906.5,644552.3,672879.9,344381.1,1221654.9,5272.7
Missouri,2020-12-15,26318.0,24552.9,28278.2,13709.5,48981.6,0.0058,-0.0032,0.0151,663407.0,648904.6,677449.7,346732.4,1229997.5,5339.6
Missouri,2020-12-16,26545.8,24677.7,28486.6,13822.8,49398.4,0.0118,0.003,0.0215,667997.9,653432.5,682198.0,349132.6,1238513.0,5407.2
Missouri,2020-12-17,27618.9,25662.7,29615.7,14380.8,51390.8,0.0165,0.0077,0.0258,672675.7,657967.3,686948.4,351576.7,1247184.3,5474.5
Missouri,2020-12-18,28470.7,26517.0,30409.9,14828.2,52953.2,0.0211,0.0118,0.0297,677442.8,662689.2,691745.9,354069.3,1256018.6,5541.3
Missouri,2020-12-19,29253.3,27446.7,31304.3,15247.4,54419.6,0.0227,0.0135,0.0318,682209.5,667311.3,696649.0,356559.9,1264858.5,5607.8
Missouri,2020-12-20,29841.0,27931.2,31769.4,15550.0,55482.9,0.0198,0.0113,0.0292,687011.7,672025.4,701478.8,359070.1,1273757.5,5674.1
Missouri,2020-12-21,30405.6,28514.6,32339.0,15847.2,56527.1,0.0155,0.0062,0.0249,691828.7,676766.8,706380.8,361588.3,1282687.4,5739.9
Missouri,2020-12-22,30986.7,29044.3,32924.8,16149.3,57601.9,0.0116,0.0027,0.0208,696643.1,681521.5,711318.6,364105.4,1291615.0,5804.9
Missouri,2020-12-23,30983.4,29023.6,33105.2,16146.6,57628.6,0.0078,-0.0016,0.0163,701430.6,686228.3,716182.7,366608.0,1300489.8,5869.1
Missouri,2020-12-24,31214.5,29359.6,33208.8,16273.5,58032.6,0.0044,-0.0051,0.013,706199.3,690916.3,721067.5,369100.8,1309332.1,5931.1
Missouri,2020-12-25,31310.2,29227.5,33395.0,16311.0,58225.6,0.0011,-0.0074,0.0096,710948.2,695541.1,725933.5,371582.5,1318137.9,5990.0
Missouri,2020-12-26,31293.7,29361.7,33376.4,16310.9,58194.8,-0.0005,-0.0087,0.0081,715700.1,700229.5,730793.8,374066.8,1326948.8,6046.2
Missouri,2020-12-27,31118.7,29102.0,33303.0,16214.4,57890.4,-0.0033,-0.0118,0.0048,720295.6,704740.0,735464.0,376469.0,1335467.7,6099.8
Missouri,2020-12-28,30996.5,28959.5,32996.6,16149.1,57630.9,-0.0087,-0.0179,-0.0,724748.4,709035.5,740012.2,378795.1,1343723.4,6151.2
Missouri,2020-12-29,30867.8,28891.4,32924.4,16085.0,57403.1,-0.0139,-0.0233,-0.0051,729036.5,713240.0,744398.1,381036.5,1351674.4,6200.5
Missouri,2020-12-30,30887.6,28995.1,32971.4,16100.0,57444.6,-0.0187,-0.0282,-0.0094,733173.8,717235.1,748676.7,383198.0,1359348.5,6247.7
Missouri,2020-12-31,29870.6,27982.0,31912.9,15566.7,55558.3,-0.0232,-0.0325,-0.014,737158.7,721135.0,752762.9,385280.8,1366737.8,6294.0
Missouri,2021-01-01,28942.9,27054.3,31031.9,15079.9,53853.6,-0.0282,-0.0368,-0.0184,740987.7,724923.5,756633.5,387282.8,1373834.6,6338.9
Missouri,2021-01-02,27873.1,25975.8,29873.7,14517.9,51861.0,-0.0343,-0.0434,-0.025,744633.8,728502.2,760369.2,389188.7,1380595.4,6382.7
Missouri,2021-01-03,26892.5,25144.6,28737.4,14012.0,50020.2,-0.0394,-0.0482,-0.0296,748080.3,731847.4,763875.2,390989.5,1386984.6,6425.4
Missouri,2021-01-04,25902.0,24207.7,27974.0,13495.3,48236.8,-0.0429,-0.0523,-0.033,751334.3,735015.6,767208.8,392689.9,1393018.4,6467.5
Missouri,2021-01-05,24888.3,23033.7,26767.4,12953.1,46325.9,-0.046,-0.0563,-0.0361,754416.6,738057.8,770368.5,394301.4,1398733.9,6509.1
Missouri,2021-01-06,23699.7,21918.7,25419.0,12333.5,44099.5,-0.0483,-0.0575,-0.0382,757343.5,740953.4,773314.5,395831.7,1404157.8,6550.1
Missouri,2021-01-07,22402.2,20747.2,24067.4,11660.1,41693.0,-0.0506,-0.061,-0.0406,760118.0,743697.0,776186.2,397282.4,1409304.3,6591.5
Missouri,2021-01-08,21150.9,19534.3,22816.4,11005.2,39383.3,-0.0528,-0.063,-0.0427,762741.1,746307.6,778880.4,398654.2,1414168.7,6634.6
Missouri,2021-01-09,20034.9,18577.7,21627.0,10429.5,37308.5,-0.0554,-0.0671,-0.0448,765190.0,748707.8,781369.1,399934.2,1418708.4,6679.0
Missouri,2021-01-10,19024.6,17500.4,20552.2,9893.9,35430.5,-0.0566,-0.0681,-0.0459,767514.0,750990.0,783744.0,401149.0,1423017.3,6724.6
Missouri,2021-01-11,18034.2,16583.4,19485.1,9378.4,33586.5,-0.0561,-0.0685,-0.0445,769714.6,753086.5,785986.8,402298.1,1427097.1,6771.2
Missouri,2021-01-12,17050.4,15635.3,18518.3,8863.6,31775.6,-0.055,-0.0674,-0.0428,771825.8,755162.5,788141.8,403401.8,1431011.3,6818.6
Missouri,2021-01-13,15918.0,14507.0,17348.1,8267.9,29679.1,-0.0536,-0.0654,-0.0416,773844.1,757130.8,790211.6,404456.5,1434753.9,6866.9
Missouri,2021-01-14,15105.9,13750.9,16384.5,7844.8,28146.9,-0.0527,-0.0658,-0.0396,775768.4,759030.9,792155.6,405462.6,1438320.5,6915.2
Missouri,2021-01-15,14303.8,13044.7,15729.9,7430.2,26704.3,-0.0518,-0.0644,-0.0391,777600.9,760765.1,794036.5,406419.3,1441718.5,6963.9
Missouri,2021-01-16,13722.9,12426.0,15066.7,7121.0,25613.5,-0.0449,-0.058,-0.0315,779473.5,762641.2,795933.5,407398.8,1445189.5,7012.7
Missouri,2021-01-17,13118.9,11885.9,14465.6,6808.2,24502.3,-0.0325,-0.046,-0.019,781403.4,764518.4,797894.7,408407.3,1448767.1,7061.5
Missouri,2021-01-18,12508.3,11284.7,13813.6,6487.1,23367.5,-0.0201,-0.033,-0.0064,783403.5,766463.4,799914.4,409452.5,1452474.0,7110.0
Missouri,2021-01-19,11910.9,10737.5,13113.2,6176.5,22240.7,-0.0089,-0.0221,0.0039,785455.3,768490.6,801999.6,410525.2,1456277.6,7158.4
Missouri,2021-01-20,12171.7,10959.1,13359.6,6310.5,22717.3,0.0003,-0.0131,0.0137,787542.7,770540.1,804153.6,411616.3,1460149.1,7206.5
Missouri,2021-01-21,12544.8,11329.1,13797.5,6507.0,23420.8,0.0098,-0.0046,0.0231,789677.3,772637.2,806292.1,412732.2,1464104.2,7254.7
Missouri,2021-01-22,13000.3,11827.2,14263.0,6750.7,24262.2,0.0198,0.0061,0.0332,791858.1,774738.1,808553.1,413871.4,1468149.7,7301.3
Missouri,2021-01-23,13337.0,12108.6,14628.5,6923.5,24889.5,0.0254,0.0109,0.0391,794101.9,776933.7,810841.9,415044.1,1472309.7,7346.4
Missouri,2021-01-24,13568.0,12255.0,14878.8,7037.9,25319.9,0.0286,0.0144,0.0425,796503.6,779304.9,813309.3,416299.8,1476763.5,7389.9
Missouri,2021-01-25,13875.0,12523.9,15233.7,7196.4,25897.4,0.0337,0.0206,0.0463,799078.9,781835.5,815942.6,417646.0,1481538.4,7431.8
Missouri,2021-01-26,14175.3,12861.1,15472.1,7358.0,26435.4,0.0384,0.0257,0.0509,801806.1,784556.2,818750.9,419072.3,1486596.2,7472.2
Missouri,2021-01-27,14584.6,13260.3,15988.2,7572.8,27215.6,0.0438,0.0322,0.0563,804704.5,787382.1,821736.6,420587.0,1491971.6,7511.0
Missouri,2021-01-28,15611.1,14156.5,17039.9,8102.6,29113.2,0.0502,0.0388,0.0628,807806.0,790428.5,824846.9,422208.3,1497718.6,7548.0
Missouri,2021-01-29,16739.2,15307.6,18142.7,8698.6,31187.3,0.0572,0.046,0.0693,811144.3,793700.3,828224.6,423953.2,1503906.0,7582.9
Missouri,2021-01-30,17726.8,16284.5,19166.0,9217.4,33016.9,0.0606,0.049,0.073,814568.9,797039.5,831749.1,425742.9,1510257.2,7615.9
Missouri,2021-01-31,18839.6,17370.1,20518.0,9800.5,35123.0,0.0567,0.0454,0.0689,818051.3,800461.6,835310.8,427563.2,1516714.1,7647.1
Missouri,2021-02-01,20160.0,18645.8,21722.4,10491.4,37533.1,0.0492,0.0382,0.0619,821592.8,803921.4,838980.6,429414.1,1523283.5,7676.8
Missouri,2021-02-02,21698.8,20140.4,23403.2,11296.9,40402.7,0.043,0.0325,0.0543,825215.1,807469.4,842697.6,431307.4,1530000.6,7704.9
Missouri,2021-02-03,22260.1,20623.9,24164.5,11586.7,41481.9,0.0383,0.0274,0.0497,828947.2,811095.1,846578.9,433257.6,1536924.5,7731.5
